PAC,long,lat
723093,-45.46229773605165,-22.42980654093907
722393,-45.463180527659176,-22.432288328943173
726236,-45.46052664538831,-22.42608964022469
731297,-45.456533599745796,-22.420346383478773
724948,-45.46070250421718,-22.42343317600023
957866,-45.44650139072655,-22.40977764072551
723450,-45.46210626499209,-22.433610352135986
734944,-45.45548853266962,-22.41571494239065
716807,-45.46766236292768,-22.412599613481348
724465,-45.46154365811327,-22.42803805651107
957789,-45.44618316202326,-22.410528334514993
725907,-45.460623129154044,-22.425881585666616
3797836,-45.461401335003586,-22.429077359832263
714602,-45.46898889352258,-22.41413153124512
714896,-45.46873479007843,-22.413689607989
3549763,-45.455647339453094,-22.42269769873974
735861,-45.45450848657737,-22.41611519376113
735000,-45.4550200641246,-22.415074855320256
728833,-45.45937888832498,-22.4286946677247
733432,-45.456096129932405,-22.417303195486056
724416,-45.462260867445025,-22.42747590468923
733509,-45.45551244294484,-22.41708802818988
725046,-45.46018239570094,-22.42188082833752
735777,-45.455002185602325,-22.41853488987323
723884,-45.46222047079806,-22.421143265549233
738094,-45.453665049302515,-22.416695733121514
953799,-45.45364740190604,-22.42023707268271
958055,-45.44792906717265,-22.40960204629738
738087,-45.453672331113125,-22.41594589908391
957397,-45.453240581887314,-22.411646970631125
723849,-45.46249127914916,-22.420763067261703
720384,-45.46415028101063,-22.417072482509013
722785,-45.46279449636887,-22.42723046261574
741825,-45.451689543637485,-22.415743673931388
734657,-45.45563718071128,-22.4225622185715
716142,-45.46749696681155,-22.41543673441771
738192,-45.453574486673176,-22.418728615533155
743603,-45.449093825919306,-22.415290178199143
957859,-45.446442258503396,-22.40951582019892
723142,-45.46386957382174,-22.426170414632907
957215,-45.46441361329755,-22.4173698442429
723702,-45.461426485443894,-22.42198568748944
815752,-45.46150509698259,-22.434009562091546
958370,-45.44880951874427,-22.405425933759773
735063,-45.45541475318828,-22.419906880298242
726572,-45.460043550269575,-22.423977086873037
957572,-45.450031580492976,-22.40778942224398
731283,-45.45661310431126,-22.420888192635914
910665,-45.45117843463703,-22.41392928540813
722743,-45.463154056114774,-22.427238465682592
728777,-45.45884168549537,-22.42785604272217
737016,-45.452606820648214,-22.413961427178094
726292,-45.460494689778045,-22.4281855929907
732032,-45.45639172899507,-22.41558591935467
742980,-45.44947037475794,-22.41454835082567
727916,-45.45958775227291,-22.424249400689234
737723,-45.45388878983573,-22.41378618798217
956879,-45.44940802116321,-22.410266450136533
725011,-45.46091165145151,-22.422032326330736
722995,-45.46252544889029,-22.41934464843672
715743,-45.46824308485043,-22.414829303529473
720342,-45.465090417888405,-22.416365135142826
722778,-45.46286422260573,-22.42774519408539
724493,-45.46133724122069,-22.427324969671588
940765,-45.462877247486915,-22.419948911912684
723191,-45.462603407521215,-22.425279690105583
728840,-45.45911504072649,-22.42824372336912
957019,-45.45159347625787,-22.410070647042687
957082,-45.451094322844654,-22.40894280186876
732011,-45.45661546772959,-22.415666593038793
723464,-45.46172641744016,-22.433349456112467
733068,-45.45635857908513,-22.423282893890416
741818,-45.451700866102044,-22.416240507093676
958314,-45.4492122693307,-22.406797970949583
722330,-45.46324029390439,-22.421013870193917
738717,-45.45343729329642,-22.415377422330153
737170,-45.45412142736194,-22.41959433441093
722379,-45.4632497484771,-22.43264948498569
730506,-45.45800633852167,-22.419068436958753
3011554,-45.46201151242133,-22.42847034533014
4330704,-45.44506592165493,-22.41055851666215
100282018,-45.45272996661464,-22.409986162031714
725116,-45.460935044616576,-22.417343668575427
738822,-45.453061994515394,-22.41649867997006
957383,-45.45297669921524,-22.41116891351453
741804,-45.451778742894646,-22.41628545880684
957558,-45.45042972025533,-22.407725076650934
742336,-45.45040577670517,-22.415367832859147
716597,-45.466703527345885,-22.4135148085615
728119,-45.45883842275498,-22.417991041952973
730590,-45.45749299380657,-22.41956675490178
725347,-45.461375634178125,-22.421299256555415
728056,-45.459048167139144,-22.419724954642902
953750,-45.45476401005101,-22.419990018124793
731353,-45.45883210681626,-22.42198404173007
723352,-45.46212127197907,-22.429337284587973
721021,-45.463376099627226,-22.41508724707876
729316,-45.45795686681589,-22.42472379396787
958321,-45.44930031925429,-22.40698743831956
954611,-45.46342616848284,-22.42139276086715
958342,-45.44836753163622,-22.40696292639791
728098,-45.45889998584562,-22.418984595862355
4424133,-45.44801736351047,-22.40683742240907
720349,-45.46493561938331,-22.41656432688211
736687,-45.45406776031882,-22.415041397842174
729022,-45.458210127595294,-22.424912788294478
956886,-45.449640736930405,-22.410121260887422
724969,-45.46008060143856,-22.42342591397471
727230,-45.459792331850565,-22.421457346579245
737429,-45.45390326082679,-22.418239861880068
726614,-45.459781553475864,-22.424086239388373
957950,-45.44553649911012,-22.408831741891333
728896,-45.458411316728814,-22.42699904546953
721679,-45.46349751080146,-22.431176252482032
714917,-45.46854876081659,-22.413265554261898
726299,-45.46021325144034,-22.42829480126403
740397,-45.45213187068924,-22.414315079277458
940772,-45.46291695165593,-22.420201747312717
727111,-45.46012879700635,-22.417409203971545
956949,-45.44836810540369,-22.410169965471482
716562,-45.4669975759773,-22.414281840334638
730576,-45.45765385194369,-22.418247350534728
957964,-45.44623551515684,-22.408667202829122
958251,-45.448917091150804,-22.408668811716268
720979,-45.46434208481929,-22.416313084181468
716569,-45.46696555921312,-22.4134237126342
956802,-45.45204737398706,-22.409220190559324
731738,-45.457822756315124,-22.42531137771789
723912,-45.46188720812813,-22.420267931120065
726257,-45.46024524122487,-22.426207882187953
721602,-45.46437995167338,-22.430622651414183
728525,-45.45850592271012,-22.423258746194165
721014,-45.46353221833715,-22.415285544891958
169511672,-45.44825231589164,-22.404361476400993
724577,-45.461846751226574,-22.422725264759094
724976,-45.46005162977883,-22.423480199751396
957992,-45.44773243580323,-22.408879877204527
816193,-45.45952950498264,-22.418359468114943
725634,-45.46034215936311,-22.420236204836954
727160,-45.45942928003723,-22.41742926155115
4488540,-45.45642382489956,-22.419461372344415
726054,-45.460048507332715,-22.428430778757388
722932,-45.46322045126277,-22.41796047219799
722953,-45.46283046115684,-22.420491079000044
728875,-45.45844135768249,-22.427269977027777
727244,-45.45978094913147,-22.420951480626286
735840,-45.454607354445784,-22.416638881579104
958097,-45.44720665706154,-22.40852901030553
980042,-45.46167360295436,-22.426194772770486
957334,-45.45305946472246,-22.412722513932806
2794407,-45.459249864389676,-22.421964787245088
741867,-45.45116635494327,-22.41620586430912
957768,-45.447220159482754,-22.409712415595436
733691,-45.45593252976238,-22.42076364012985
727125,-45.45981986639367,-22.41801535422519
730366,-45.4577882745092,-22.423685374680247
736974,-45.45387126474702,-22.414373440781617
721749,-45.46416167901822,-22.417578347562653
722624,-45.4630300764768,-22.419153491240593
727118,-45.46012704152969,-22.416876209069756
716604,-45.46667458986042,-22.41357812892744
957432,-45.45282923288278,-22.4106363260056
956837,-45.452623297127445,-22.410049698234957
715652,-45.46768512117137,-22.4135932762087
728147,-45.45857459763954,-22.417540096698076
716548,-45.467115044523666,-22.414543483694786
723268,-45.46360349860254,-22.427977954818687
722288,-45.46376217048771,-22.420163187980677
730352,-45.45789382613913,-22.423278550164923
910770,-45.4516061189272,-22.41398229504682
957208,-45.4646752926306,-22.417170346734054
716534,-45.467232575123205,-22.414823194434803
727580,-45.45928525451086,-22.42976996551147
728826,-45.45942643368295,-22.42837834648344
726341,-45.46042697982119,-22.422386029691495
743575,-45.44929917441732,-22.415696133969334
735105,-45.455073643933474,-22.419591655330578
742952,-45.45059508939181,-22.41381347251371
728784,-45.4586951877327,-22.427630611463485
735721,-45.454900983093864,-22.4202787175887
730359,-45.45784441378862,-22.42302574174454
725578,-45.46129205298581,-22.41952885207479
725424,-45.46042197599337,-22.420868349994294
732053,-45.45585739590206,-22.415605495796967
716821,-45.467332472715384,-22.41273607570929
725494,-45.4605800300443,-22.42459889612212
734741,-45.45566182123599,-22.421179963284658
739291,-45.45279438415349,-22.41487332624297
722414,-45.46299248121801,-22.431259006298035
737415,-45.45399255811003,-22.41880874692606
721252,-45.464918883899315,-22.43196714866491
725312,-45.4605286113063,-22.426685870956135
716590,-45.46679208808433,-22.4138488068769
957796,-45.44587234013636,-22.410556293538093
721637,-45.46394357633494,-22.430894921163656
728455,-45.459217147053664,-22.423834895963637
727258,-45.45944265205668,-22.42149447688854
956963,-45.44815319711233,-22.40980920423135
729253,-45.45888133390639,-22.425136730275824
958258,-45.44909241038641,-22.40880383323025
726551,-45.46017028543031,-22.42410320060219
717213,-45.46631220084737,-22.412711920818424
910742,-45.44893804715309,-22.41519123838492
940737,-45.462922656055696,-22.41899118969161
722862,-45.46290334851068,-22.430753364276313
721595,-45.464400438229575,-22.430938778401867
730499,-45.457993837945196,-22.41821928539167
721693,-45.46338861189486,-22.43057129472942
714616,-45.46868911890766,-22.414556994209875
742994,-45.448927460334005,-22.41492025016936
723660,-45.46244649560924,-22.421910499669764
958363,-45.448858908611726,-22.405678745777436
723758,-45.46213918287697,-22.431812516534364
728518,-45.45859447085809,-22.423592749006104
731199,-45.45749310172522,-22.42256600831456
722260,-45.46399491683189,-22.420027010837828
957957,-45.44551617443187,-22.408551746066166
724178,-45.46194463163937,-22.42587781211131
957320,-45.45298003749866,-22.412198769457575
725368,-45.46107447820458,-22.421318183687163
724500,-45.461231099635484,-22.427551119488555
741797,-45.45180350932446,-22.41493030369054
730541,-45.45775376932096,-22.419087220199003
732039,-45.45606152491939,-22.415632021300723
722820,-45.46198681703794,-22.42688045277066
738052,-45.45395853495836,-22.41730921464847
726467,-45.459348546098454,-22.42242523473675
722554,-45.46349676616279,-22.419242492646845
957817,-45.44495996802806,-22.410847893315577
727132,-45.45978875524679,-22.41741920533201
4128292,-45.449614939877506,-22.408142904371516
714595,-45.46904370270465,-22.413092474338157
743540,-45.44945318061974,-22.415244009703258
726033,-45.46096036412945,-22.42795841704725
725298,-45.46076500979734,-22.42765182287326
957194,-45.46504346068713,-22.416853100989783
727405,-45.45909829355139,-22.420194574320078
162957600,-45.46307106667632,-22.428584751684923
910714,-45.449926947070935,-22.41451997901379
733082,-45.45630095772299,-22.423490836932558
728448,-45.45946880254314,-22.423536062039602
724164,-45.46213735545456,-22.425389430777557
720377,-45.464499948213984,-22.417035342307145
737163,-45.45415151687894,-22.419883334248425
3940083,-45.46424889527026,-22.426277731631956
730513,-45.45799217869603,-22.417713392459063
722631,-45.462984219146335,-22.419975707213098
940709,-45.46390926360158,-22.417642310044528
717171,-45.46723389263002,-22.412311767474023
716513,-45.46732768202685,-22.414208614835673
735798,-45.45490493291629,-22.418508062197247
728560,-45.45797099786324,-22.42310668792328
720370,-45.464700354937406,-22.415941665075763
910721,-45.449655505597036,-22.414710446429922
729281,-45.45828709157598,-22.424677688424538
730401,-45.457707757307105,-22.42283641646742
958265,-45.44917921384962,-22.408604845637058
728847,-45.45882266663273,-22.427982571038797
742322,-45.450505065456355,-22.416027031422345
958412,-45.45093388648962,-22.407398449179027
953757,-45.45456005190482,-22.42001769386144
940751,-45.462836705149755,-22.419443130496006
723919,-45.46177940099852,-22.419988188903744
726551,-45.46017028543031,-22.42410320060219
721763,-45.46393148674866,-22.418482398244066
735812,-45.45479575791785,-22.417803724861983
724479,-45.46150135580291,-22.426999281091923
734972,-45.4552165956693,-22.415751844272165
957061,-45.45144537500403,-22.409339313858197
940695,-45.46344431770103,-22.418077270749393
954583,-45.46430857877783,-22.42084819438861
958279,-45.4480212728634,-22.408056990337798
721581,-45.46451728624373,-22.431010713373666
957873,-45.446570065655976,-22.409985230334087
957628,-45.4490427866952,-22.408478749894357
910756,-45.45137281590269,-22.41394681049684
723674,-45.462105724499565,-22.421703695169356
723065,-45.462697399265494,-22.43018482007335
723296,-45.462954881462565,-22.42871155969067
741790,-45.45197277612266,-22.416194576918144
730485,-45.45834362835575,-22.418218293439452
957782,-45.446474552258735,-22.41050042765255
730023,-45.45793844060648,-22.42503099878155
726600,-45.45984847023067,-22.42375179500931
735119,-45.45498434215364,-22.419022771183904
742434,-45.44980296383568,-22.41524303663681
722848,-45.46308752696774,-22.430617328327003
731983,-45.456958224542404,-22.416487709140426
730044,-45.45788239125932,-22.42571773368644
735728,-45.454871127400565,-22.420061988170175
722589,-45.463215618306094,-22.419433010425053
725914,-45.46051564667971,-22.425701214039748
724962,-45.46041109059934,-22.423461108043682
727608,-45.45874168448114,-22.42995218794306
980035,-45.46177959345346,-22.42592345360447
716583,-45.466879683850266,-22.41389372351648
731934,-45.45753992942417,-22.41609760482055
3923612,-45.4689551059933,-22.4127494432322
733719,-45.455743935634075,-22.419544596505887
735028,-45.45498912115096,-22.414523873977544
953813,-45.45326828010701,-22.420183932642317
957810,-45.445328423867636,-22.41061199664631
731997,-45.45666493493877,-22.415937469738367
737737,-45.45379958428333,-22.41324440400598
725438,-45.460082015172816,-22.420905454223316
958174,-45.44901839977928,-22.409960380267307
716170,-45.46679833657396,-22.415718804978837
728021,-45.45873837047935,-22.42598632161139
725396,-45.46077338248557,-22.421355178198894
958237,-45.448585711661224,-22.40834451079047
724675,-45.460603488859874,-22.42287335701974
954604,-45.464134040153795,-22.420957102288412
728077,-45.45897492725106,-22.418135196981723
742364,-45.4502538110645,-22.416452324415218
725900,-45.460691624219066,-22.426025932250923
725270,-45.46107571657103,-22.4275786648235
731437,-45.457174490810075,-22.423190248431183
731276,-45.4566430517354,-22.42113202402362
723331,-45.46226556370476,-22.428894211098907
957908,-45.4465295565937,-22.4094704098315
742392,-45.449971864609836,-22.41639890648429
722484,-45.46229268635835,-22.431215840638515
957285,-45.452791920910386,-22.41111522758564
910784,-45.45217009277553,-22.414116226582564
729267,-45.45875456906805,-22.425001581957417
957740,-45.44738703498365,-22.410244955440305
728126,-45.45871133865734,-22.417756521246417
738808,-45.453121229261285,-22.416787597969233
743645,-45.44866103617784,-22.416673568430383
734720,-45.45524256449272,-22.420738484293565
5157999,-45.46173906910269,-22.431298729352818
940730,-45.46452954760048,-22.417170764918808
730597,-45.457372224748326,-22.41829331758248
726047,-45.460417429920426,-22.428330355061803
957362,-45.45319900532979,-22.41380619160242
728161,-45.4584479587063,-22.41744108313941
722575,-45.46329475774684,-22.419857376216896
727286,-45.45910265886056,-22.421522544729612
720993,-45.463961471045025,-22.415808279428518
724640,-45.46099183050853,-22.422772876666897
721168,-45.463705205630674,-22.432268755198834
721686,-45.4634479950289,-22.430896343891106
958335,-45.44868808958364,-22.406943968689177
731213,-45.45715168580159,-22.422160449145395
957649,-45.448846673335254,-22.40791919171727
733453,-45.45601665954115,-22.41677042001885
725221,-45.460737200061715,-22.419223283127963
957488,-45.451764476948995,-22.40886865816202
940681,-45.463173426612286,-22.41843036886638
721210,-45.46372602133874,-22.432684253675347
731927,-45.45769604093948,-22.416295908928987
743589,-45.44920111144211,-22.415416354880847
723107,-45.46200636919855,-22.42985254395967
731920,-45.45786024005798,-22.41599732501652
956816,-45.45151166313269,-22.408806127400794
738059,-45.45383374862854,-22.417779328053484
714588,-45.469054177108546,-22.41331829140597
723408,-45.46297070053737,-22.433481401945073
726033,-45.46096036412945,-22.42795841704725
738108,-45.45361555871102,-22.416415821832686
723723,-45.46246099268063,-22.432154882142072
740320,-45.452726166079685,-22.41481028017023
729309,-45.457983055073896,-22.423820330543776
723051,-45.46276506065897,-22.430076219741693
957712,-45.447115598006405,-22.41043541835984
742308,-45.45055061701731,-22.41508737748046
727167,-45.45939923998287,-22.4171583299929
730478,-45.45837375564429,-22.41851632696688
716184,-45.46645875167002,-22.415864327876363
738129,-45.453439258315086,-22.415982688550173
722883,-45.46251453741593,-22.430718342877185
725935,-45.46183959352237,-22.42937422514035
743288,-45.449546121056585,-22.416951160367717
736638,-45.454345102244645,-22.41666672099234
727279,-45.459113058620744,-22.4217302944175
726376,-45.460020456578775,-22.42286598437761
2841230,-45.457900639402965,-22.425356325833718
718417,-45.46565384045232,-22.41632737710671
4054113,-45.44738480646362,-22.40651395335624
727153,-45.45944966317137,-22.41771828836829
715659,-45.467628518741094,-22.414099337314497
721728,-45.46431000600194,-22.418354836606397
714959,-45.46835471230008,-22.413347421346373
721644,-45.46388422197924,-22.430578906591222
721196,-45.463556714970366,-22.43144709860468
725606,-45.46080718260538,-22.419819320505212
725319,-45.46040145706155,-22.426433284668292
735112,-45.45503389569768,-22.41932074985266
724206,-45.461636258606404,-22.426655607869975
737387,-45.45414531875144,-22.41797719868873
729008,-45.45855185018769,-22.42540868256458
725130,-45.4608368980044,-22.417045830200834
723856,-45.46240284341644,-22.42046520190752
722638,-45.4629533031524,-22.419442795948214
726264,-45.46006020211661,-22.426081934833405
737380,-45.454332045887156,-22.418627114449748
724920,-45.459828204008375,-22.423498903851282
743274,-45.44963775567783,-22.418251787789757
723226,-45.46209899667133,-22.42554311682136
738794,-45.45320054317051,-22.417275206785348
736722,-45.454503914424095,-22.417696139864915
3989167,-45.460137032997636,-22.428755746980073
721833,-45.46321292123929,-22.41861996753744
727440,-45.45862310347343,-22.4204759748863
734713,-45.455282196715984,-22.42097325411237
733152,-45.45597038042865,-22.42342853280053
723205,-45.4623908923258,-22.42565972201851
725536,-45.4599903679611,-22.425531066805263
910672,-45.45088709746153,-22.413975268643696
727965,-45.45875201679212,-22.42422467472892
953806,-45.45352085200568,-22.42016515659668
731346,-45.45851157584849,-22.42202108750314
723023,-45.46307616133572,-22.430120496963298
725382,-45.46083099665316,-22.421147235156752
722925,-45.46330708925075,-22.41771630896045
957299,-45.45271246670694,-22.410582449420474
910651,-45.4509181114816,-22.41455335195559
725487,-45.46059195235665,-22.425267370292886
737030,-45.45196505993954,-22.413809646797745
957033,-45.45186516954192,-22.40996148013818
725963,-45.461489147506086,-22.42918551589878
722456,-45.46266409916882,-22.431865216806273
715589,-45.468259278043206,-22.41386263035605
737401,-45.45404208017783,-22.419097692804257
716520,-45.46728097483708,-22.41476885110154
730583,-45.45757555876497,-22.41807592806157
723737,-45.46232692444795,-22.432751502279984
717220,-45.4662338402195,-22.412522435461995
954541,-45.464309359389404,-22.42108307302533
724941,-45.46101335128509,-22.423405187299522
733446,-45.45604648645616,-22.416978114848064
735091,-45.45518164441734,-22.41993463877253
910686,-45.45069295001957,-22.41403001307458
731941,-45.45740334039181,-22.415926347822676
723751,-45.46218866717322,-22.4320833914353
724955,-45.461392185301065,-22.42336796975593
737716,-45.45392856415185,-22.414066127150022
728168,-45.458372658471376,-22.418182075942013
734265,-45.455704244055596,-22.419291759307214
738248,-45.45300148003423,-22.418811528529147
735035,-45.45464920349792,-22.414570000205288
722869,-45.46283415916906,-22.430401241024413
722967,-45.46273215806258,-22.42014807307504
741888,-45.451086874659495,-22.4156640515547
724199,-45.461636437571485,-22.426709810909017
730548,-45.4577238209975,-22.418843389710617
4418554,-45.458432935531505,-22.4158240571345
957761,-45.447492057812156,-22.40966649351384
730373,-45.45774848940124,-22.423405436411713
725242,-45.46049125077059,-22.418302526640275
722449,-45.462733378442636,-22.432244441128034
728091,-45.45893822861632,-22.418794775958077
737422,-45.45394297758628,-22.41850173366805
737359,-45.45459315505002,-22.41824695663172
957418,-45.45366080180452,-22.41239560587246
722351,-45.4631416904366,-22.420580526470076
736617,-45.45441476193167,-22.417172424167973
722561,-45.4634010998808,-22.419694461330266
734678,-45.45546077779261,-22.42210198781646
743631,-45.448872965914575,-22.416103844316922
728854,-45.45865676419828,-22.42776622922804
724332,-45.461700724708635,-22.41676331357604
722421,-45.46295295331612,-22.431060373937044
738115,-45.45356615625309,-22.416163010714342
3226552,-45.44811456133789,-22.403819823725826
731241,-45.456743172359495,-22.422035130416873
3223640,-45.45916597383058,-22.428957255373007
742406,-45.44995272254005,-22.4164892991418
727923,-45.45937457697511,-22.42443068512796
3229751,-45.46448167399001,-22.42030566307585
734692,-45.455371648682615,-22.421587306708773
724458,-45.461554181080544,-22.428281941858074
957439,-45.45277008896841,-22.41037450817697
743267,-45.44968427221136,-22.417610251012206
731206,-45.457336983015296,-22.422367704206124
957929,-45.446120281425806,-22.409092114509406
721861,-45.4651049464361,-22.417810516542033
724325,-45.46175023148794,-22.41704322306623
724409,-45.46259073787223,-22.42732138497388
954555,-45.46394006897896,-22.42106606594615
727454,-45.458533637117625,-22.41986192408848
956872,-45.44913652842803,-22.41043884927342
722946,-45.462959935652464,-22.418512286312932
732004,-45.456653948820644,-22.415549043553483
724570,-45.462029845101256,-22.422264013273548
940814,-45.463144926197344,-22.421556177575496
725277,-45.46097923190598,-22.427786719381572
725592,-45.46102023019944,-22.419601899507995
736645,-45.454315160216424,-22.416422889604632
729274,-45.45866634557535,-22.424766950634194
816172,-45.459599778906636,-22.419045844190293
727377,-45.45967195579607,-22.420310384516597
5417517,-45.46272890161748,-22.427962394748647
737002,-45.45320000177861,-22.414113341557425
738045,-45.45393458151568,-22.415918060569993
958286,-45.447758514343946,-22.40792220984207
729302,-45.45808117110914,-22.424109137027017
910763,-45.4514313168018,-22.414009884448546
940723,-45.46431629945761,-22.417324954582966
732067,-45.455770185945255,-22.41567801263011
726061,-45.45971815486894,-22.428440753138204
737352,-45.454603988283395,-22.418590214366873
738178,-45.45358789916219,-22.419866849675316
743582,-45.44926915414811,-22.415425199713127
733712,-45.455793520654424,-22.419851608864633
723415,-45.46292115418788,-22.433192460563532
726250,-45.46030372143957,-22.426261919751767
735042,-45.45428985239471,-22.414616180392386
724437,-45.46182473582286,-22.42782044036096
940807,-45.46299666036754,-22.42079775591168
730534,-45.457773913235485,-22.419303976597178
728112,-45.458887954715294,-22.418279986032474
716856,-45.46648817478939,-22.41303663363368
717206,-45.46634113833284,-22.412648600452485
956907,-45.45010753363573,-22.410255470313643
723842,-45.462579625849,-22.421033831546026
737751,-45.453719978094455,-22.412666457391026
723667,-45.46238741734538,-22.421675787407594
743568,-45.44933888218361,-22.415958006656638
957369,-45.45323871939132,-22.414068063390346
735819,-45.45475601058138,-22.417532820283384
732060,-45.45580781268035,-22.4152984825389
733467,-45.45601748511882,-22.417023366934814
733698,-45.455882974419694,-22.420465661461037
957922,-45.44628498776194,-22.408947117715286
742357,-45.45027629231697,-22.414383497000756
725305,-45.46066548452444,-22.426938429364952
742371,-45.45021069576694,-22.41513349471495
723429,-45.46260098834489,-22.433346953299235
725263,-45.46117214098149,-22.4273525428855
721161,-45.463764710173166,-22.432629940019694
721770,-45.46396822225563,-22.417840885748205
956809,-45.45178440502622,-22.409022179629858
743652,-45.448621967829524,-22.416610439620058
741839,-45.45160991586488,-22.415156691827804
734986,-45.455099824996864,-22.415697969485677
716541,-45.46712231464306,-22.41381171703705
724556,-45.462660949743,-22.42211766479835
734279,-45.45560486896949,-22.418614496961425
727314,-45.45884848347072,-22.42105350421582
725025,-45.46084157807633,-22.421409186984363
738801,-45.4531509644454,-22.416968192627962
732088,-45.45799819246258,-22.416584138047483
940744,-45.462884509512435,-22.41920811156507
733159,-45.455903425003044,-22.423753941691018
720356,-45.464875878319106,-22.416130871642395
715820,-45.46641901242742,-22.415602459685715
734993,-45.455059841138734,-22.41535479448811
957614,-45.44944049298431,-22.408278898952005
957943,-45.44551807559867,-22.40914797949563
735021,-45.45489607819144,-22.41578888285062
734286,-45.45555531452612,-22.418316518292613
735889,-45.454349588962316,-22.41505867381869
725291,-45.46081210369556,-22.427199994484113
740376,-45.45225127187865,-22.41518200054884
742294,-45.45060453047466,-22.41674043212521
910798,-45.45239370920228,-22.41416077000349
739263,-45.4529234467596,-22.415722152255455
2795366,-45.46176034706235,-22.423041698415602
722890,-45.46211630952001,-22.430773685357224
742329,-45.45045540669162,-22.41569291529578
714259,-45.4686130866246,-22.415063111972984
724451,-45.461659366686376,-22.427766709466027
957278,-45.45284137912631,-22.41138610608391
726845,-45.46014274279332,-22.424591108892514
721119,-45.46434510923933,-22.431833290873612
726425,-45.45965900465927,-22.4222798098653
736631,-45.45436644495544,-22.417253864973873
733425,-45.45609713357584,-22.417610345441062
736785,-45.45431036053469,-22.420921785911673
722918,-45.463432562662604,-22.41746299961767
716499,-45.46750414340147,-22.41467786669017
727993,-45.45965039544933,-22.42556817013491
731304,-45.45649372920218,-22.420039344140378
725256,-45.46131732933122,-22.427180484591645
732025,-45.45650646360235,-22.415016459641834
724612,-45.46153599588945,-22.42278035632836
740355,-45.45235030612167,-22.415759893204438
731339,-45.45818129802842,-22.422049125666547
733054,-45.45662793053452,-22.422451014702517
730611,-45.457268301790634,-22.41919700134048
910826,-45.45320079318202,-22.414357254783454
726418,-45.45968872005835,-22.4224513690354
725991,-45.46021768869531,-22.429640837254794
742420,-45.44990224988885,-22.41590223609927
721742,-45.464164260072494,-22.41835525479115
910637,-45.452102166981376,-22.414143518308663
726404,-45.45991026984302,-22.42186353527387
731318,-45.45734705542225,-22.42247608240524
957824,-45.44482509580149,-22.41120962132692
722897,-45.46177638377304,-22.430828861462714
721007,-45.463707859530075,-22.415510888916344
728000,-45.45939790359034,-22.4256140580423
730618,-45.457238176300734,-22.41889896781305
740348,-45.4523901074175,-22.416048866961603
742945,-45.45098338337641,-22.413703982752565
725186,-45.46005765883382,-22.41646084729024
957201,-45.464898076285124,-22.41696192615194
723814,-45.46166255568238,-22.43166933727008
723471,-45.46190160087815,-22.433430260198293
743596,-45.449200152764774,-22.415118238615776
716128,-45.46769259094026,-22.41582462550599
721658,-45.46375972792907,-22.43113033040038
721091,-45.46466560153624,-22.431778166029517
957047,-45.45114587648095,-22.40986411683548
727587,-45.459022949249686,-22.429788779328646
734699,-45.45539970842975,-22.42125297384564
735742,-45.45476198118047,-22.419366684524846
958433,-45.451072121281356,-22.408084641792755
957467,-45.45246565046938,-22.409372596867797
742315,-45.45051606326564,-22.41642449219654
957474,-45.45224166082397,-22.409210612779532
715687,-45.46738431593337,-22.413711586520435
722498,-45.462030438653755,-22.431252727231538
724374,-45.46120358307883,-22.416276902656875
715750,-45.46818472784287,-22.41481140522211
721042,-45.46302697651373,-22.415286993699738
742399,-45.44996790669347,-22.415170306664265
723926,-45.46171126566236,-22.419952247498202
940800,-45.46312459432454,-22.4212852190376
725340,-45.461657296447015,-22.421262316003038
724654,-45.46093376847858,-22.422845313460414
956928,-45.4485147713396,-22.41045864335166
957516,-45.4506774196272,-22.409214981686034
721616,-45.4641190574485,-22.43106606124968
957523,-45.450551900349865,-22.40945924744625
957978,-45.446546072643116,-22.40855793789848
743295,-45.44953186320487,-22.418559234521013
743561,-45.4493785899499,-22.416219879343885
717234,-45.46577833270385,-22.41286703678429
956998,-45.450855042925866,-22.41006367459886
958419,-45.451060714280516,-22.40756070666123
715001,-45.46783894481143,-22.41310500009564
743624,-45.44899843572921,-22.4158415120761
716800,-45.46800190826144,-22.41244505419587
714910,-45.46861865162941,-22.413825453282016
720398,-45.46350942412056,-22.41720079597991
743638,-45.44874746732171,-22.41635714196849
731871,-45.456479669201315,-22.424655703597807
715582,-45.468416340141914,-22.414340971658476
735014,-45.454940716940484,-22.414578213713526
722603,-45.46308765647012,-22.418936512709877
724444,-45.46173758162405,-22.427911028171366
743015,-45.44813244255812,-22.415455457403368
717192,-45.46690394126381,-22.412430162322096
714560,-45.46922915640039,-22.413344885258198
730030,-45.45792919827386,-22.4251755674984
735735,-45.45480175909387,-22.4196466236927
716611,-45.466557001704246,-22.413280349908177
727146,-45.45947988219075,-22.418043422965525
958398,-45.44984503412098,-22.407184669536832
731934,-45.45753992942417,-22.41609760482055
958377,-45.44883762165887,-22.405100634586574
957425,-45.45289809307252,-22.410898115955263
733117,-45.45605741861493,-22.423301812928287
725627,-45.46064235935734,-22.41992819692871
725571,-45.46141032192878,-22.420034412258246
736778,-45.45435007909282,-22.4211836576996
728133,-45.45866406129733,-22.41815414749584
736792,-45.45427070043246,-22.420677982402935
745444,-45.44872938735131,-22.40467634074048
731458,-45.45685298137994,-22.422929175241222
723324,-45.46238282720566,-22.429092621327356
724584,-45.46181664552171,-22.422436266720297
957551,-45.45060512672518,-22.407887197436196
