Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 67639.9545908403, 30109.4795580568, 3969.33198045158, 4359.38127117719, 2704.10047524995, 2172.37450860333, 182.234016097168
