Year, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "13.8 kV Losses", "0.22 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "13.8 kV Line Loss", "0.22 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "13.8 kV Load Loss", "0.22 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "13.8 kV No Load Loss", "0.22 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "13.8 kV Load Energy", "0.22 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
0, 135279.909179395, 60218.9591145805, 7938.66396105182, 8718.76254231286, 64935.8405385655, 27937.1208643909, 3787.09772452605, 4114.50902846117, 994.842662553844, 83.735674022365, 22080.8112491127, 13829.0659579338, 2706.94231234601, 2177.31813652164, 182.462348731722, 194.350935376861, 1578.74060614359, 2177.31813652164, 1128.20170620242, -5.56255079873446E-016, 136.24394497907, 47.4066124895919, 1320.75506697241, 1386.1872453736, 640.540970978998, 0.0531102727871382, 640.594080765037, 680.160986207378, 0, 0, 0, 0, 1930.17614088785, 776.766171458165, 0, 0, 0, 0, 0, 543.98889551425, 776.766171458165, 0, 0, 0, 0, 0, 257.98553917118, 0, 0, 0, 0, 0, 0, 1128.20170620242, 0, 0, 0, 0, 0, 0, 19897.9396141485, 45037.9009244169, 0, 0, 0, 0, 0
